image_uid,category,category_p,p_cat_face_person,p_cat_animal,p_cat_landmark_place,p_cat_landscape_nature,p_cat_object,p_cat_vehicle,p_cat_food,p_cat_scene_with_people,p_cat_cartoon_art,attr_famous,attr_face_visible,attr_single_object,attr_indoor,attr_natural,attr_text_present,attr_colorful,attr_emotional,attr_child,attr_smiling,fine,fine_p
img_0318,cartoon_art,0.41890332,0.19549637,0.21436337,0.004869611,0.0013743623,0.07617891,0.005595627,0.027704442,0.055513952,0.41890332,0.85321546,0.6151253,0.91382307,0.78021604,0.49790862,0.2541165,0.59366816,0.114925705,0.15315938,0.58330905,cartoon character,0.9161889
img_0319,face_person,0.69440293,0.69440293,0.08697938,0.0047807693,0.106565915,0.017294707,0.0014642421,0.004225497,0.016548997,0.067737415,0.5075893,0.95246327,0.64983475,0.18944345,0.868213,0.10746308,0.97929513,0.66696763,0.12058234,0.24924336,fictional movie character,0.14597538
img_0320,landmark_place,0.7504705,0.019215414,0.012058645,0.7504705,0.02550231,0.043224044,0.015756952,0.007452178,0.11461805,0.011701847,0.64994454,0.17712705,0.8426177,0.17443718,0.115021,0.3879258,0.9888868,0.43494684,0.02618308,0.75218755,boat or ship,0.8986126
img_0321,landmark_place,0.8291702,0.010162411,0.01292736,0.8291702,0.02447153,0.046009008,0.036218353,0.016779415,0.015758114,0.008503638,0.4367154,0.2997033,0.8135328,0.30031416,0.059172433,0.8534201,0.96412617,0.39717415,0.03246076,0.5997315,casino or theme park,0.8563767
img_0322,face_person,0.85125464,0.85125464,0.017924782,0.0016529113,0.001344474,0.049636263,0.004100823,0.014879509,0.048388973,0.010817549,0.4856721,0.99722457,0.94495934,0.5859487,0.4450207,0.83950925,0.1322057,0.1240902,0.024916423,0.043102514,scientist,0.34963223
img_0323,animal,0.45500317,0.07478286,0.45500317,0.07329491,0.14125349,0.05140001,0.0040525626,0.02352667,0.087827146,0.08885921,0.35792863,0.33847505,0.46612027,0.17404118,0.39770946,0.16978166,0.3695901,0.20892851,0.03731907,0.22475722,farm animal,0.1973251
img_0324,scene_with_people,0.42719045,0.057372775,0.03348868,0.18589738,0.030998025,0.18352006,0.0352689,0.018162457,0.42719045,0.028101284,0.6276901,0.45438844,0.84910226,0.9926872,0.056740757,0.6849119,0.8479825,0.21767837,0.025250144,0.19485928,casino or theme park,0.99718153
img_0325,landmark_place,0.7487006,0.020910358,0.011548787,0.7487006,0.015562691,0.044076823,0.04252853,0.03884746,0.057326492,0.020498212,0.55981797,0.23949973,0.5710767,0.112200856,0.11650538,0.98902684,0.97717196,0.6914306,0.06609997,0.8380677,casino or theme park,0.46144903
img_0326,face_person,0.90339375,0.90339375,0.021349736,0.0013052467,0.0007231227,0.019206088,0.0026250142,0.0060872044,0.03875121,0.0065585785,0.72311175,0.9252921,0.96488756,0.5768842,0.92259496,0.22328408,0.9133476,0.09181712,0.120982975,0.6894731,actor,0.12524833
img_0327,landmark_place,0.9210771,0.009810959,0.0043487228,0.9210771,0.018072324,0.016557168,0.0075986497,0.0031532058,0.015046776,0.004335199,0.5381865,0.20952527,0.7962891,0.23319913,0.07188879,0.8557005,0.87357336,0.36200038,0.05509607,0.37727445,casino or theme park,0.672615
img_0328,food,0.9299476,0.024642458,0.009921894,0.0024236997,0.00046382836,0.026282394,0.001490856,0.9299476,0.0021232099,0.002704137,0.6146497,0.47345084,0.9718417,0.7790978,0.13322699,0.44559738,0.44966638,0.31404683,0.059847195,0.8622672,cooked meal,0.38344446
img_0329,object,0.77069414,0.06560396,0.051983885,0.011091487,0.0036628617,0.77069414,0.032017853,0.0436143,0.014130489,0.007201046,0.793635,0.74359703,0.9952732,0.44089612,0.23746194,0.96309525,0.62915003,0.151333,0.27569,0.14303099,toy or ball,0.90251315
img_0330,face_person,0.596733,0.596733,0.221804,0.018026372,0.013138763,0.039049305,0.021528825,0.013041466,0.01437174,0.06230654,0.77311033,0.8797405,0.93632877,0.41824758,0.26566532,0.37495697,0.9530903,0.41995966,0.1537992,0.43565482,athlete,0.5585941
img_0331,face_person,0.8446269,0.8446269,0.06841428,0.003763191,0.006756602,0.040286932,0.00469795,0.010449949,0.015630513,0.0053736353,0.8140049,0.94595915,0.98721874,0.08430402,0.2796663,0.7584285,0.94370466,0.8498519,0.08540649,0.2457038,athlete,0.67656064
img_0332,face_person,0.33936018,0.33936018,0.0596225,0.0061981473,0.03741485,0.2806941,0.0270437,0.02398065,0.055061817,0.17062408,0.20084958,0.2762445,0.65444976,0.70372885,0.6677273,0.65033764,0.99809414,0.22223724,0.4227094,0.51603675,painting or artwork,0.22095335
img_0333,face_person,0.5957114,0.5957114,0.066726275,0.0044816253,0.0010321499,0.1871224,0.015768522,0.039872892,0.084095456,0.005189266,0.33790216,0.9325907,0.94227386,0.6955449,0.43125525,0.73533624,0.6265849,0.6522726,0.019515354,0.83846956,athlete,0.9958127
img_0334,face_person,0.62979627,0.62979627,0.13095814,0.0082312245,0.0052676927,0.02707298,0.020792363,0.061861075,0.07552853,0.040491715,0.9207711,0.58353806,0.3750884,0.38951978,0.58017135,0.27986383,0.5183457,0.6564514,0.04839866,0.21937114,fictional movie character,0.18619342
img_0335,landscape_nature,0.679173,0.009725316,0.007802656,0.04163546,0.679173,0.02236395,0.21019539,0.013970972,0.0126566775,0.0024766289,0.22593388,0.13925709,0.9445067,0.0052872086,0.4648987,0.9704149,0.82857853,0.07369118,0.071395956,0.41041884,mountain or canyon,0.5110585
img_0336,food,0.955192,0.0159983,0.0051833475,0.0004763268,0.00023380462,0.019912902,0.0013167318,0.955192,0.00033039917,0.0013562613,0.3533724,0.928667,0.9947137,0.2802542,0.21986017,0.54134536,0.8531559,0.17171887,0.039030045,0.61238486,cooked meal,0.73207927
img_0337,object,0.33285597,0.18297678,0.07250352,0.14983375,0.026107665,0.33285597,0.016159005,0.017747872,0.05499463,0.14682084,0.34737405,0.73386115,0.95924497,0.072680265,0.1743441,0.7331527,0.48961934,0.48738793,0.023907257,0.025561884,famous monument,0.42778906
img_0338,landmark_place,0.88362545,0.014921838,0.0073205736,0.88362545,0.0037069009,0.023818033,0.02108117,0.012692415,0.025921382,0.0069122594,0.34764698,0.111649364,0.922841,0.23300342,0.079394564,0.960975,0.7538349,0.106715135,0.15528075,0.49662024,temple or church,0.977793
img_0339,landscape_nature,0.5536643,0.02596565,0.029560473,0.14826655,0.5536643,0.0871722,0.016298646,0.03388291,0.098166384,0.0070228213,0.54372275,0.18632253,0.7828857,0.019157767,0.18598442,0.7843475,0.8545746,0.13876262,0.12238854,0.4835941,beach or island,0.7054939
img_0340,food,0.98440003,0.0041362904,0.0011768613,0.00041427786,0.00042616017,0.006117999,0.0013480794,0.98440003,0.0017350107,0.00024534808,0.5924534,0.87895274,0.81802773,0.78958625,0.31753165,0.70358366,0.8118136,0.19837184,0.048177682,0.37317774,cooked meal,0.5421762
img_0341,landmark_place,0.94665253,0.007813334,0.0017708858,0.94665253,0.005430742,0.012035766,0.0020359808,0.0034370169,0.019805884,0.0010178132,0.446589,0.36088353,0.97730166,0.119703054,0.050962027,0.8856946,0.96979034,0.48303065,0.14304079,0.62404877,temple or church,0.5167119
img_0342,face_person,0.50338984,0.50338984,0.22884834,0.018194424,0.005334337,0.1375194,0.011447219,0.017539442,0.05316924,0.02455773,0.52233446,0.696386,0.6811476,0.73063874,0.1855318,0.7628142,0.478209,0.60746855,0.058352333,0.326904,athlete,0.818568
